Id,loan_date,loan_duration,loan_payments,Predicted,account_district_code,account_frequency,account_date,account_district_name,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_district_code,owner_card_type,owner_card_issued,owner_district_name,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,disponent_district_code,disponent_district_name,disponent_district_region,disponent_district_no_inhabitants,disponent_district_no_municipalities_0_499,disponent_district_no_municipalities_500_1999,disponent_district_no_municipalities_2000_9999,disponent_district_no_municipalities_10000_plus,disponent_district_no_cities,disponent_district_ratio_urban_inhabitants,disponent_district_average_salary,disponent_district_unemployment_rate_95,disponent_district_unemployment_rate_96,disponent_district_no_enterpreneurs_per_1000_inhabitants,disponent_district_no_crimes_95,disponent_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
6512,940526,48,1319,0,4,monthly issuance,930419,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,,,,,,,,,,,,,,,,,35,47,23,30,0,0,17,12,8,8,0,0,0,28553.5,22551.779268292685,2011.2317073170732,2763.92,1450.7191489361699,348.2121951219512,0,560507,,
6407,940526,24,1081,0,41,monthly issuance,930908,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,41,no card,,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,,,,,,,,,,,,,,,,,19,18,11,18,0,0,0,8,0,4,0,0,0,69398.9,56927.45405405405,10704.751351351351,12249.336842105264,9074.355555555556,1875.6486486486488,0,600521,,
5002,940531,12,8734,0,66,monthly issuance,931126,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,no card,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66.0,Zdar nad Sazavou,south Moravia,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,102.0,2247,2103.0,12,18,7,10,0,0,8,5,2,1,0,0,0,28015.4,38709.82999999999,6642.553333333332,9470.5,4757.2555555555555,933.8466666666665,1,391130,0.0,450628.0
6647,940601,48,4340,0,1,weekly issuance,930207,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31.0,Tachov,west Bohemia,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,108.0,1328,1452.0,33,52,3,52,0,15,0,15,0,11,0,0,0,44213.1,43944.889411764714,9434.437647058825,12819.854545454546,7286.0,519.8023529411764,0,680414,1.0,600420.0
7137,940603,24,6315,0,66,monthly issuance,931121,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,no card,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,,,,,,,,,,,,,,,,,13,15,1,14,0,6,1,6,1,2,0,0,0,21323.2,53976.29285714286,16935.55357142857,19058.40769230769,15095.746666666668,761.5392857142859,1,530505,,
6903,940604,24,2172,0,30,monthly issuance,930913,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,,,,,,,,,,,,,,,,,39,32,13,32,0,0,0,26,0,5,0,6,0,58659.8,33459.68028169014,6031.725352112676,6244.838461538462,5771.99375,828.8014084507046,0,590717,,
5918,940604,36,8339,0,27,monthly issuance,930605,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,57,no card,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,,,,,,,,,,,,,,,,,27,44,15,44,0,0,0,12,8,8,0,0,0,33932.8,34084.46056338029,6578.118309859155,9277.392592592592,4921.745454545455,477.9267605633805,1,640313,,
6642,940605,12,6470,0,44,weekly issuance,930707,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,27,no card,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,,,,,,,,,,,,,,,,,22,38,2,38,0,10,0,10,0,6,0,0,0,30825.8,55570.30499999998,13255.798333333334,18776.677272727273,10059.5,513.7649999999999,1,670710,,
6210,940606,48,1817,1,15,monthly issuance,931126,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,no card,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,,,,,,,,,,,,,,,,,21,12,3,12,0,6,0,12,2,2,0,0,0,21579.1,28362.248484848482,4041.378787878788,3691.8238095238103,4653.099999999999,657.3060606060606,1,640513,,
6279,940607,24,3640,0,38,monthly issuance,930721,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,no card,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,,,,,,,,,,,,,,,,,16,14,6,14,0,0,0,10,0,2,0,0,0,29072.5,36783.95,8145.613333333333,8544.575,7689.657142857143,968.6,1,620710,,
7249,940612,48,1445,0,11,monthly issuance,930319,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,46,no card,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,,,,,,,,,,,,,,,,,31,47,17,47,0,0,0,14,0,10,0,0,0,38665.0,33857.10641025641,4748.167948717948,6597.1322580645165,3528.6382978723404,495.7064102564103,1,410728,,
6736,940614,60,4806,0,1,issuance after transaction,940227,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,8,2,4,2,0,0,0,4,0,0,0,0,0,43313.2,33211.759999999995,8585.04,8081.299999999999,10600.0,4345.039999999999,1,351215,,
6112,940617,24,7281,1,34,monthly issuance,930322,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,5,no card,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,,,,,,,,,,,,,,,,,38,80,23,38,0,0,42,15,14,14,0,3,0,6930.8,26252.81440677965,7375.627966101697,11542.828947368422,5396.2075,58.73644067796605,0,781121,,
5319,940623,60,3991,0,40,monthly issuance,930922,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,68,no card,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,,,,,,,,,,,,,,,,,18,28,1,20,0,9,8,8,4,4,0,0,0,36240.6,40061.58043478262,9689.680434782607,13387.938888888888,7312.228571428571,787.8369565217392,0,420913,,
6596,940625,24,3816,0,1,monthly issuance,931126,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,33,no card,,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,,,,,,,,,,,,,,,,,14,17,1,17,0,7,0,6,0,2,0,0,0,49842.9,50765.41612903224,15002.819354838708,18390.37142857143,12213.070588235294,1607.8387096774193,0,511116,,
5837,940629,60,4076,0,56,monthly issuance,931014,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,58,no card,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,,,,,,,,,,,,,,,,,18,24,3,20,0,8,4,7,4,3,0,0,0,21326.1,38426.728571428575,10168.945238095237,12456.161111111112,8453.533333333333,507.7642857142857,0,670719,,
5657,940705,12,415,0,63,monthly issuance,931105,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,63,no card,,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,,,,,,,,,,,,,,,,,19,27,11,17,0,0,10,8,3,4,0,0,0,22500.3,30533.37173913043,3932.5043478260873,5352.515789473684,2933.237037037037,489.13913043478266,0,520726,,
5533,940705,24,4641,0,19,monthly issuance,930320,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,,,,,,,,,,,,,,,,,55,97,39,69,0,0,28,16,14,14,0,0,0,52318.9,65097.22434210526,13525.023684210526,19164.749090909096,10327.241237113401,344.2026315789469,1,670210,,
6232,940708,36,7685,1,56,monthly issuance,930828,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,56,no card,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,,,,,,,,,,,,,,,,,30,28,20,28,0,0,0,10,7,6,0,0,0,19783.2,19256.894827586206,3499.2862068965514,3712.366666666667,3270.9857142857145,341.0931034482758,1,490518,,
6888,940711,12,3298,0,1,monthly issuance,930204,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,32,no card,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,,,,,,,,,,,,,,,,,53,62,21,39,0,0,23,32,12,12,0,0,0,23901.1,48944.82782608695,8275.28347826087,9203.384905660376,7481.906451612903,207.8365217391306,0,800502,,
6066,940711,24,7242,0,77,issuance after transaction,930623,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,77,no card,,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,77.0,Vsetin,north Moravia,148545.0,8.0,35.0,12.0,3.0,4.0,53.5,8909.0,4.01,5.56,113.0,3460,3590.0,26,49,1,49,0,13,0,12,0,8,0,0,0,94431.9,61218.65866666667,17396.585333333336,26907.226923076923,12350.122448979591,1259.092,0,570127,1.0,500305.0
5549,940716,60,841,0,11,monthly issuance,931020,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,,,,,,,,,,,,,,,,,19,24,11,19,0,0,5,8,5,4,0,0,0,41531.0,37570.62790697674,6392.972093023255,8327.073684210525,4861.808333333333,965.8372093023257,0,471017,,
5060,940719,60,4201,1,1,monthly issuance,931129,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,60,no card,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,,,,,,,,,,,,,,,,,26,35,19,25,0,0,10,7,5,5,0,0,0,70096.5,57340.50819672131,11625.122950819672,14985.173076923076,9129.085714285715,1149.1229508196718,0,650803,,
6004,940723,24,5996,0,12,monthly issuance,930220,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,50,no card,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,,,,,,,,,,,,,,,,,47,92,30,60,0,0,32,17,16,15,0,0,0,38336.2,49727.45611510792,9194.261151079136,14003.602127659573,6737.315217391304,275.80071942445994,1,510410,,
5126,940724,48,4336,1,54,monthly issuance,930511,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,,,,,,,,,,,,,,,,,29,35,16,35,0,0,0,13,0,8,0,0,0,81474.6,36369.975,9442.159375,11823.668965517241,7468.908571428572,1273.040625,1,510806,,
7220,940728,36,3647,0,1,weekly issuance,930529,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,29,54,2,44,0,14,10,13,10,9,0,0,0,31361.3,36635.11566265058,7915.583132530121,11868.186206896553,5792.888888888889,377.84819277108426,1,540320,,
6668,940730,36,2076,0,45,monthly issuance,930626,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,no card,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,,,,,,,,,,,,,,,,,26,41,14,33,0,0,8,12,8,8,0,0,0,33243.7,37912.99850746269,8191.962686567164,11194.334615384616,6288.019512195122,496.17761194029845,1,651029,,
5395,940730,36,8308,1,67,monthly issuance,930606,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,67,no card,,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,,,,,,,,,,,,,,,,,46,80,33,56,0,0,24,13,12,11,0,0,0,19448.5,51992.85476190475,12746.58650793651,17668.680434782607,9916.3825,154.35476190476217,0,661210,,
6836,940803,60,3155,0,47,monthly issuance,930616,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,58,no card,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,,,,,,,,,,,,,,,,,42,60,16,42,0,0,18,26,9,9,0,0,0,24471.4,32354.031372549023,5114.498039215686,6502.74761904762,4142.723333333333,240.70588235294125,1,531205,,
6064,940804,12,1219,0,55,monthly issuance,930701,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55,no card,,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,,,,,,,,,,,,,,,,,29,73,16,40,0,0,33,13,8,9,0,0,0,34902.8,32788.14215686275,4093.035294117647,7799.868965517241,2620.457534246575,342.1843137254902,0,490308,,
6919,940805,36,3358,0,1,weekly issuance,930327,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,36,60,21,48,0,0,12,15,12,13,0,0,0,52014.4,40838.755208333336,9301.089583333332,13123.877777777778,7007.416666666667,541.8187499999998,0,440420,,
6841,940807,48,3585,0,10,monthly issuance,940121,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,10,no card,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,,,,,,,,,,,,,,,,,25,17,12,17,0,0,0,13,0,4,0,0,0,58224.0,60743.957142857136,11368.769047619047,10713.956,12331.729411764705,1385.9404761904764,0,570305,,
6038,940810,48,6739,0,1,monthly issuance,930621,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,28,29,19,24,0,0,5,9,5,6,0,0,0,69179.8,45414.07368421052,12422.015789473682,13879.189285714285,11015.089655172413,1213.6789473684207,0,401015,,
6729,940811,12,6224,0,23,monthly issuance,930402,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,23,no card,,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,23.0,Cheb,west Bohemia,87419.0,21.0,11.0,4.0,3.0,9.0,85.5,8624.0,1.79,2.66,102.0,2879,3198.0,49,63,1,51,0,16,12,32,12,12,0,0,0,28933.3,48484.62410714286,11551.496428571429,13496.946938775509,10038.368253968254,258.3321428571427,0,450126,1.0,500115.0
7198,940823,12,3814,0,67,weekly issuance,931122,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,22,5,10,5,0,0,0,12,0,0,0,0,0,54427.5,32555.818518518518,5645.466666666667,4701.254545454546,9800.0,2015.8370370370374,0,770527,,
6686,940825,36,6239,0,31,monthly issuance,930324,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,no card,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31.0,Tachov,west Bohemia,51313.0,34.0,12.0,3.0,1.0,4.0,59.2,8930.0,3.52,4.2,108.0,1328,1452.0,34,59,1,59,0,17,0,16,0,12,0,0,0,40287.4,57496.989247311845,14537.803225806454,20475.04411764706,11116.342372881356,433.19677419354826,1,760524,0.0,790813.0
5836,940827,24,3318,0,66,monthly issuance,940408,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,no card,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,,,,,,,,,,,,,,,,,10,6,1,5,0,5,1,4,1,0,0,0,0,89746.5,63494.2,24948.65625,24446.25,25786.0,5609.15625,0,590810,,
7061,940827,24,5079,0,55,monthly issuance,930428,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55,no card,,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,,,,,,,,,,,,,,,,,39,54,24,54,0,0,0,15,0,9,0,0,0,41917.2,54422.59677419356,13230.344086021505,16312.041025641025,11004.674074074075,450.7225806451612,1,650307,,
5595,940902,12,6908,0,60,monthly issuance,930508,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,49,classic,940215.0,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,49.0,Semily,east Bohemia,75685.0,31.0,28.0,5.0,1.0,9.0,60.8,8208.0,1.89,2.26,155.0,1660,2123.0,34,92,4,57,2,15,33,15,11,11,0,0,0,64286.0,57141.73095238094,10765.977777777778,20655.870588235295,7111.017391304347,381.6349206349207,1,720206,0.0,750502.0
5723,940910,12,1969,0,38,monthly issuance,930312,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,no card,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,,,,,,,,,,,,,,,,,49,61,31,49,0,0,12,18,12,13,0,0,0,64096.3,47420.84181818182,9915.672727272728,11783.88163265306,8414.980327868852,582.6945454545454,1,540309,,
6120,940911,48,4358,0,52,monthly issuance,930816,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,26,42,1,42,0,13,0,12,0,8,0,0,0,44254.7,46230.33970588236,14438.21176470588,19731.792307692307,11161.233333333334,650.8058823529409,1,530618,,
6895,940919,12,3492,0,68,monthly issuance,930124,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,,,,,,,,,,,,,,,,,63,80,26,50,0,0,30,37,15,15,0,0,0,39204.7,36080.386713286716,6720.9006993007,7938.838095238093,5761.775,274.15944055944004,1,740708,,
5882,940926,12,7318,0,32,monthly issuance,930607,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,41,43,27,32,0,0,11,14,11,10,0,0,0,15665.6,25533.21428571429,4538.9,4840.648780487805,4251.186046511628,186.4952380952383,1,610502,0.0,660525.0
5754,940928,12,1921,0,54,monthly issuance,930119,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54.0,Brno - mesto,south Moravia,387570.0,0.0,0.0,0.0,1.0,1.0,100.0,9897.0,1.60,1.96,140.0,18721,18696.0,48,123,29,62,0,0,61,19,15,15,0,0,0,28531.7,23771.966081871342,3618.3263157894735,6742.349999999999,2399.1951219512193,166.85263157894747,0,401101,1.0,460210.0
6594,940928,24,7904,1,60,monthly issuance,940517,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60,no card,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,0,0,0,0,0,22500.0,14900.0,4500.0,4500.0,,4500.0,0,700219,,
6738,940929,36,6395,1,74,monthly issuance,931008,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,no card,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,,,,,,,,,,,,,,,,,38,44,17,25,0,0,19,21,9,10,0,3,0,6325.5,27658.48780487805,7188.852439024389,7839.626315789475,6626.820454545454,77.14268292682937,0,421109,,
6624,940930,12,5955,0,55,monthly issuance,931108,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55,no card,,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55.0,Brno - venkov,south Moravia,157042.0,49.0,70.0,18.0,0.0,9.0,33.9,8743.0,1.88,2.43,111.0,3659,3894.0,20,23,12,19,0,0,4,8,4,4,0,0,0,82549.0,47991.53023255814,10433.43953488372,13133.975,8085.147826086956,1784.211627906977,1,450803,0.0,430615.0
6216,940930,24,5885,0,50,monthly issuance,930907,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,no card,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,,,,,,,,,,,,,,,,,27,75,2,41,0,13,34,12,8,8,0,0,0,45871.6,57219.5745098039,9343.385294117648,18498.092592592595,6047.690666666667,449.7225490196078,1,620911,,
6229,941002,24,489,0,1,monthly issuance,930422,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,36,97,19,59,0,0,38,17,13,13,0,0,0,26984.4,42224.439097744355,6032.843609022556,11518.78888888889,3996.822680412371,202.89172932330808,1,380916,,
5887,941003,36,5354,0,60,monthly issuance,930602,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60,no card,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60.0,Prostejov,south Moravia,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,115.0,1879,2252.0,33,43,19,43,0,0,0,14,0,10,0,0,0,29033.7,37265.655263157896,7643.909210526314,9241.760606060605,6417.651162790697,381.8302631578948,0,710920,1.0,790606.0
6808,941012,36,6330,0,64,monthly issuance,930925,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64.0,Zlin,south Moravia,197099.0,29.0,41.0,10.0,2.0,10.0,74.7,9624.0,1.60,2.31,145.0,4484,4265.0,45,38,21,38,0,0,0,24,0,11,0,0,0,53716.6,45134.721686747,8156.793975903614,8119.22888888889,8201.27894736842,647.1891566265059,0,551104,1.0,530709.0
6297,941025,12,1459,0,74,monthly issuance,930801,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,12,no card,,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,,,,,,,,,,,,,,,,,31,41,17,41,0,0,0,14,0,10,0,0,0,48027.0,39290.618055555555,4842.765277777778,6398.487096774194,3666.487804878049,667.0430555555556,1,460401,,
5161,941028,24,4091,0,65,monthly issuance,940709,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,no card,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,,,,,,,,,,,,,,,,,11,3,1,3,0,4,0,6,0,0,0,0,0,68956.1,41660.39285714285,9311.157142857144,9059.654545454547,10233.333333333334,4925.442857142858,0,450612,,
5390,941030,24,7094,0,16,monthly issuance,930808,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,16,no card,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,,,,,,,,,,,,,,,,,31,46,18,36,0,0,10,13,10,9,0,0,0,43302.8,40091.183116883105,9089.424675324675,11986.912903225804,7136.769565217391,562.3753246753247,0,650716,,
6150,941102,12,6918,0,70,monthly issuance,930208,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,57,no card,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,,,,,,,,,,,,,,,,,67,129,46,93,0,0,36,21,18,18,0,0,0,93605.6,67891.93520408162,13414.556632653064,20124.31791044776,9929.641860465117,343.90561224489795,1,790326,,
